Year,Authors,Title,Source
2017,"Sahoo, Abhaya Kumar; Jena, Ajay; Behera, Rajat Kumar",A resourceful approach in security testing to protect electronic payment system against unforeseen attack,Initial query (2020-04)
2019,"Sartaj, Hassan; Iqbal, Muhammad Zohaib; Jilani, Atif Aftab Ahmed; Khan, Muhammad Uzair",A Search-Based Approach to Generate MC/DC Test Data for OCL Constraints,Initial query (2020-04)
2016,"Noor, T B; Hemmati, H",A similarity-based approach for test case prioritization using historical failure data,Initial query (2020-04)
2016,"B, Jinru Hua; Khurshid, Sarfraz",A Sketching-Based Approach for Debugging Using Test Cases,Initial query (2020-04)
2018,"Li, Wenbin; Le Gall, Franck; Spaseski, Naum",A Survey on Model-Based Testing Tools for Test Case Generation,Initial query (2020-04)
2017,"Lima, B; Faria, J P",A survey on testing distributed and heterogeneous systems: The state of the practice,Initial query (2020-04)
2019,"Yang, Guowei; Qiu, Rui; Khurshid, Sarfraz; Păsăreanu, Corina S.; Wen, Junye",A synergistic approach to improving symbolic execution using test ranges,Initial query (2020-04)
2016,"Garousi, Vahid; Mäntylä, Mika V.",A systematic literature review of literature reviews in software testing,Initial query (2020-04)
2019,"Imtiaz, J; Sherin, S; Khan, M U; Iqbal, M Z",A systematic literature review of test breakage prevention and repair techniques,Initial query (2020-04)
2016,"Wang, Shuai; Ali, Shaukat; Gotlieb, Arnaud; Liaaen, Marius",A systematic test case selection methodology for product lines: results and insights from an industrial case study,Initial query (2020-04)
2016,"Pedemonte, Martín; Luna, Francisco; Alba, Enrique",A Systolic Genetic Search for reducing the execution cost of regression testing,Initial query (2020-04)
2019,"Silva, Dennis Savio; Rabelo, Ricardo; Neto, Pedro Santos; Britto, Ricardo; Oliveira, Pedro Almir",A test case prioritization approach based on software component metrics,Initial query (2020-04)
2019,"Wu, Zhaolin; Yang, Yang Y.; Li, Zheng; Zhao, Ruilian",A Time Window Based Reinforcement Learning Reward for Test Case Prioritization in Continuous Integration,Initial query (2020-04)
2018,"Wang, Feng; Huang, Jinxiao; Ma, Yutao",A Top-k Learning to Rank Approach to Cross-Project Software Defect Prediction,Initial query (2020-04)
2018,"Fraser, Gordon",A Tutorial on Using and Extending the EvoSuite Search-Based Test Generator,Initial query (2020-04)
2017,"Cui, Xiuhai; Peng, Yu; Peng, Xiyuan",A Universal Test System Framework and Its Application on Satellite Test,Initial query (2020-04)
2018,"Santiago, Dionny; Clarke, Peter J.; Alt, Patrick; King, Tariq M.",Abstract flow learning for web application test generation,Initial query (2020-04)
2020,"Huang, Rubing; Sun, Weifeng; Chen, Tsong Yueh; Towey, Dave; Chen, Jinfu; Zong, Weiwen; Zhou, Yunan",Abstract Test Case Prioritization Using Repeated Small-Strength Level-Combination Coverage,Initial query (2020-04)
2018,"Mehne, Ben; Yoshida, Hiroaki; Prasad, Mukul R.; Sen, Koushik; Gopinath, Divya; Khurshid, Sarfraz",Accelerating Search-Based Program Repair,Initial query (2020-04)
2018,"Gafurov, Davrondzhon; Hurum, Arne Erik; Markman, Martin",Achieving Test Automation with Testers without Coding Skills: An Industrial Report,Initial query (2020-04)
2019,"Chhillar, Dheeraj; Sharma, Kalpana",ACT Testbot and 4S Quality Metrics in XAAS Framework,Initial query (2020-04)
2019,"Sun, Chang Ai C.-A.; Dai, Hepeng; Liu, Huai; Chen, Tsong Yueh; Cai, Kai Yuan K.-Y.",Adaptive partition testing,Initial query (2020-04)
2016,"Singh, Adit D.",Adaptive Test Methods for High IC Quality and Reliability,Initial query (2020-04)
2016,"Jones, Andrew V",Addressing the Regression Test Problem with Change Impact Analysis for Ada,Initial query (2020-04)
2017,"Tyagi, Sulabh; Sibal, Ritu; Suri, Bharti",Adopting Test Automation on Agile Development Projects: A Grounded Theory Study of Indian Software Organizations,Initial query (2020-04)
2019,"Tzoref-Brill, R",Advances in Combinatorial Testing,Initial query (2020-04)
2016,"Yenigün, Hüsnü; Yilmaz, Cemal; Ulrich, Andreas",Advances in test generation for testing software and systems: An introduction to selected papers from ICTSS 2013,Initial query (2020-04)
2018,"Ivo, André A. S.; Guerra, Eduardo M.; Porto, Sandy M.; Choma, Joelma; Quiles, Marcos G.",An approach for applying Test-Driven Development (TDD) in the development of randomized algorithms,Initial query (2020-04)
2019,"Taskhiri, M S; Hafezi, M H; Holloway, D; Turner, P",An assessment of in-field non-destructive testing methods for detection of internal defects in standing live trees,Initial query (2020-04)
2018,"Li, Yin; Sun, Zhi-Guang; Jiang, Ting-Ting",An Automated Test Suite Generating Approach for Stateful Web Services,Initial query (2020-04)
2016,"Prabu, M; Narasimhan, D; Raghuram, S",An effective tool for optimizing the number of test paths in data flow testing for anomaly detection,Initial query (2020-04)
2016,"Chunduri, A; Feldt, R; Adenmark, M",An effective verification strategy for testing distributed automotive embedded software functions: A case study,Initial query (2020-04)
2019,"Romano, Simone; Fucci, Davide; Baldassarre, Maria Teresa; Caivano, Danilo; Scanniello, Giuseppe",An Empirical Assessment on Affective Reactions of Novice Developers When Applying Test-Driven Development,Initial query (2020-04)
2017,"Huang, Rubing; Zhou, Yunan; Zong, Weiwen; Towey, Dave; Chen, Jinfu",An Empirical Comparison of Similarity Measures for Abstract Test Case Prioritization,Initial query (2020-04)
2017,"Campos, J; Ge, Y; Fraser, G; Eler, M; Arcuri, A",An empirical evaluation of evolutionary algorithms for test suite generation,Initial query (2020-04)
2018,"Campos, José; Ge, Yan; Albunian, Nasser; Fraser, Gordon; Eler, Marcelo; Arcuri, Andrea",An empirical evaluation of evolutionary algorithms for unit test suite generation,Initial query (2020-04)
2019,"Yu, Xiao; Bennin, Kwabena Ebo; Liu, Jin; Keung, Jacky Wai; Yin, Xiaofei; Xu, Zhou",An Empirical Study of Learning to Rank Techniques for Effort-Aware Defect Prediction,Initial query (2020-04)
2020,"Noemmer, Raphael; Haas, Roman",An Evaluation of Test Suite Minimization Techniques,Initial query (2020-04)
2019,"Paydar, Samad; Azamnouri, Aidin",An Experimental Study on Flakiness and Fragility of Randoop Regression Test Suites,Initial query (2020-04)
2018,"Chauran, Anita; Chauhan, Naresh",An Extended Test Case Prioritization Technique Using Script and Linguistic Parameters in a Distributed Agile Environment,Initial query (2020-04)
2016,"Legunsen, Owolabi; Hariri, Farah; Shi, August; Lu, Yafeng; Zhang, Lingming; Marinov, Darko",An extensive study of static regression test selection in modern software evolution,Initial query (2020-04)
2016,"Fucci, Davide; Scanniello, Giuseppe; Romano, Simone; Shepperd, Martin; Sigweni, Boyce; Uyaguari, Fernando; Turhan, Burak; Juristo, Natalia; Oivo, Markku",An External Replication on the Effects of Test-driven Development Using a Multi-site Blind Analysis Approach,Initial query (2020-04)
2018,"Palma, Francis; Abdou, Tamer; Bener, Ayse; Maidens, John; Liu, Stella",An Improvement to Test Case Failure Prediction in the Context of Test Case Prioritization,Initial query (2020-04)
2019,"Correia, Daniel",An industrial application of test selection using test suite diagnosability,Initial query (2020-04)
2018,"Li, Jin; Chen, Jinfu; Huang, Minhuan; Zhou, Minmin; Xie, Wanggen; Zeng, Zhifeng; Chen, Shujie; Zhang, Zufa",An integration testing framework and evaluation metric for vulnerability mining methods,Initial query (2020-04)
2018,"Çiflikli, Eda Gülçin; Coşkunçay, Ahmet",An ontology to support TMMi-based test process assessment,Initial query (2020-04)
2016,"Aman, Hirohisa; Tanaka, Yuta; Nakano, Takashi; Ogasawara, Hideto; Kawahara, Minoru",Application of Mahalanobis-Taguchi Method and 0-1 Programming Method to Cost-Effective Regression Testing,Initial query (2020-04)
2018,"Budiardja, Reuben; Bouvet, Timothy; Arnold, Galen",Application-level regression testing framework using Jenkins,Initial query (2020-04)
2016,"Lity, Sascha; Morbach, Thomas; Thüm, Thomas; Schaefer, Ina",Applying incremental model slicing to product-line regression testing,Initial query (2020-04)
2019,"Raulamo-Jurvanen, Päivi; Hosio, Simo; Mäntylä, Mika V.",Applying Surveys and Interviews in Software Test Tool Evaluation,Initial query (2020-04)
2016,"da Costa Araújo, Iaron; da Silva, Wesley Oliveira; de Sousa Nunes, José B; Neto, Francisco Oliveira; De Sousa, José B.; Neto, Nunes Francisco Oliveira",ARRESTT: A Framework to Create Reproducible Experiments to Evaluate Software Testing Techniques,Initial query (2020-04)
2018,"Luo, Qi; Moran, Kevin; Poshyvanyk, Denys; Di Penta, Massimiliano",Assessing test case prioritization on real faults and mutants,Initial query (2020-04)
2016,"Vidacs, Laszlo; Horvath, Ferenc; Tengeri, David; Beszedes, Arpad","Assessing the Test Suite of a Large System Based on Code Coverage, Efficiency and Uniqueness",Initial query (2020-04)
2019,"Leong, Claire; Singh, Abhayendra; Papadakis, Mike; Le Traon, Yves; Micco, John; Traon, Yves Le; Micco, John",Assessing Transition-Based Test Selection Algorithms at Google,Initial query (2020-04)
2019,"Laksono, Muhammad A.T. T; Budiardjo, Eko K.; Ferdinansyah, Alex",Assessment of Test Maturity Model: A Comparative Study for Process Improvement,Initial query (2020-04)
2019,"Tramontana, Porfirio; Amalfitano, Domenico; Amatucci, Nicola; Fasolino, Anna Rita",Automated functional testing of mobile applications: a systematic mapping study,Initial query (2020-04)
2016,"Martinez, Mireilla; Esparcia, Anna I.; Rueda, Urko; Vos, Tanja E.J.; Ortega, Carlos",Automated localisation testing in industry with test,Initial query (2020-04)
2017,"Wang, Shuai; Ali, Shaukat; Gotlieb, Arnaud; Liaaen, Marius",Automated Product Line Test Case Selection: Industrial Case Study and Controlled Experiment,Initial query (2020-04)
2016,"Makki, Majid; Van Landuyt, Dimitri; Joosen, Wouter",Automated regression testing of BPMN 2.0 processes a capture and replay framework for continuous delivery,Initial query (2020-04)
2016,"Gotlieb, Arnaud; Carlsson, Mats; Liaaen, Marius; Marijan, Dusica; Pétillon, Alexandre",Automated Regression Testing Using Constraint Programming,Initial query (2020-04)
2019,"Candea, George; Godefroid, Patrice","Automated Software Test Generation: Some Challenges, Solutions, and Recent Advances",Initial query (2020-04)
2016,"Enoiu, Eduard P.; Čaušević, Adnan; Ostrand, Thomas J.; Weyuker, Elaine J.; Sundmark, Daniel; Pettersson, Paul",Automated test generation using model checking: an industrial evaluation,Initial query (2020-04)
2016,"Sato, Yuji; Sugihara, Taku",Automatic generation of specification-based test cases by applying genetic algorithms in reinforcement learning,Initial query (2020-04)
2016,"Nogueira, Sidney; Araujo, Hugo L.S.; Araujo, Renata B.S.; Iyoda, Juliano; Sampaio, Augusto",Automatic generation of test cases and test purposes from natural language,Initial query (2020-04)
2018,"Micucci, Daniela; Mariani, Leonardo; Gazzola, Luca",Automatic Software Repair: A Survey: Extended Abstract,Initial query (2020-04)
2019,"Paduraru, Ciprian; Melemciuc, Marius Constantin; Paduraru, Miruna",Automatic Test Data Generation for a Given Set of Applications Using Recurrent Neural Networks,Initial query (2020-04)
2019,"Chen, Xin; Jiang, He; Chen, Zhenyu; He, Tieke; Nie, Liming",Automatic test report augmentation to assist crowdsourced testing,Initial query (2020-04)
